label,question
2,написать связываться справочный служба
3,хотеть разбирать медикамент
4,мочь точно написать заявка пост
4,хотеть быстро написать заявка пост
4,хотеть правильно заполнять заявка работа
2,взять номер оператор справочный консультация
1,рассказывать значить период карта
2,хотеть информация номер оператор справка
2,находить телефон справка
2,давать информация справка
4,мочь оставлять заявка должность
2,информация справка
4,помогать написать заявка должность
1,непонятно че период
4,правильно оставлять заявка должность
2,взять номер телефон справочный консультация
4,желать точно направлять анкета
2,мочь находить номерок диспетчер справка
4,помогать правильно написать резюме
4,позволять точно набирать заявка пост
2,объяснять взять информация оператор справка
3,желать отыскивать средство
4,мочь быстро написать резюме
2,находить телефон справочный консультация
4,помогать направлять анкета
1,поделиться давать период
3,помогать отыскивать средство
4,мочь написать резюме
4,помогать быстро составлять анкета
2,мочь узнавать информация оператор справочный служба
3,желать отыскивать медикамент
2,желать данный номер оператор справка
4,помогать направлять резюме
2,информация номер диспетчер справка
3,помогать точно выбирать товар
2,желать информация оператор справочный служба
2,мочь находить информация номер диспетчер справка
2,насчет данные телефон оператор справка
4,позволять точно направлять заявка пост
1,объяснять приносить период карта
1,рассказывать использовать период карта
4,мочь оформлять заявка работа
4,мочь точно оформлять заявка должность
3,посоветовать подыскивать средство
3,правильно присматривать медикамент
1,рассказывать значить период сайт
1,объяснять служить период
3,помогать товар
2,подсказывать телефон оператор справочный консультация
3,посоветовать точно выбирать товар
3,посоветовать продукт
3,посоветовать точно выбирать лекарство
3,желать подыскивать товар
1,поделиться свидетельствовать данные период
3,помогать правильно подыскивать медикамент
2,номер справка
3,помогать подбирать товар
3,желать правильно медикамент
2,информация номер справочный служба
4,помогать направлять заявка работа
3,хотеть находить медикамент
2,желать связываться справочный служба
3,правильно подбирать товар
1,служить период
3,помогать правильно отыскивать продукт
4,мочь написать анкета
1,объяснять обозначать период карта
4,помогать составлять заявка должность
2,насчет информация справка
2,мочь узнавать данный номер справочный служба
1,што использовать период карта
3,желать точно медикамент
3,помогать выбирать товар
1,што давать период сайт
3,желать разбирать медикамент
1,непонятно што дарить данные период
1,смысл обозначать период сайт
2,данный номер справка
3,правильно отыскивать медикамент
3,помогать правильно подбирать товар
2,номер оператор справка
3,помогать правильно подбирать средство
2,информация диспетчер справка
3,посоветовать правильно подыскивать средство
2,желать информация справочный служба
4,позволять правильно направлять заявка должность
1,давать данный период
1,обозначать период карта
1,непонятно че дарить период
4,хотеть быстро придумывать заявка пост
4,помогать правильно набирать заявка должность
2,связываться диспетчер справка
4,мочь написать заявка работа
3,точно находить продукт
4,помогать написать заявка работа
4,правильно написать анкета
1,польза использовать период карта
3,хотеть точно выбирать медикамент
3,разбирать средство
4,написать анкета сотрудник
3,посоветовать правильно подбирать продукт
1,цифра период
1,использовать период сайт
3,желать правильно присматривать средство
3,помогать разбирать средство
2,мочь находить связываться справочный служба
1,просвещать че обозначать цифра период
2,взять номер оператор справочный консультация
4,хотеть набросать заявка должность
1,объяснять понимать свидетельствовать период
2,желать данный номер оператор справка
1,объяснять че давать период
1,объяснять че обозначать данный период
2,желать информация диспетчер справочный служба
1,поделиться дарить период
1,рассказывать што период
2,желать связываться диспетчер справочный служба
1,рассказывать обозначать период
4,мочь заполнять заявка должность
4,позволять быстро подавать резюме
4,точно набирать резюме
4,точно составлять заявка работа
2,информация оператор справка
1,объяснять че дарить данные период
1,што использовать период сайт
2,мочь находить данный номер оператор справочный служба
1,объяснять што давать данный период
4,позволять точно составлять анкета
4,хотеть правильно направлять резюме
4,мочь написать заявка пост
1,поделиться свидетельствовать период
3,помогать правильно выбирать товар
4,позволять быстро набросать резюме
3,помогать подыскивать продукт
3,хотеть присматривать лекарство
1,польза давать период сайт
3,хотеть точно подыскивать лекарство
1,непонятно понимать свидетельствовать цифра период
3,желать находить лекарство
2,мочь узнавать информация диспетчер справочный служба
1,рассказывать че цифра период
2,вывести номер оператор справка
2,данный номер диспетчер справочный служба
2,телефон справочный служба
3,хотеть правильно отыскивать продукт
1,прояснять понимать цифра период
1,рассказывать обозначать период
2,желать номер справка
3,хотеть точно подыскивать продукт
3,желать лекарство
3,правильно выбирать лекарство
4,позволять правильно направлять заявка работа
1,поделиться че свидетельствовать период
1,што давать период карта
4,позволять точно оставлять заявка работа
4,придумывать заявка работа
2,связываться диспетчер справка
2,мочь дозваниваться данные телефон справочный служба
2,мочь находить информация номер диспетчер справочный служба
1,непонятно што давать период
4,помогать точно придумывать заявка должность
1,што приносить период карта
2,мочь находить данный номер справочный служба
1,што служить данные период
2,информация оператор справочный служба
1,давать период
4,помогать оставлять заявка пост
1,просвещать че свидетельствовать период
3,правильно подбирать медикамент
3,посоветовать находить медикамент
1,прояснять понимать дарить период
4,позволять быстро написать резюме
4,позволять правильно набросать анкета сотрудник
3,помогать выбирать лекарство
1,рассказывать што дарить период
3,хотеть присматривать средство
4,позволять правильно оформлять заявка пост
3,помогать точно выбирать товар
2,написать информация номер справка
4,позволять придумывать анкета сотрудник
1,рассказывать обозначать период карта
3,желать правильно подбирать медикамент
4,помогать заполнять заявка должность
4,позволять подавать заявка работа
1,объяснять свидетельствовать период
4,хотеть точно составлять заявка работа
4,желать составлять резюме
4,мочь оформлять заявка должность
1,рассказывать свидетельствовать период
2,находить номер телефон справочный служба
2,рассказывать телефон оператор справочный консультация
4,позволять написать заявка должность
2,связываться диспетчер справочный служба
1,значить период карта
4,мочь оформлять заявка должность
4,мочь точно оформлять резюме
4,хотеть точно подавать заявка должность
2,написать информация справочный служба
1,че служить цифра период
2,связываться справка
4,мочь придумывать заявка работа
1,просвещать понимать служить период
3,желать отыскивать медикамент
2,мочь находить номер оператор справка
3,посоветовать выбирать товар
4,позволять быстро составлять заявка должность
4,хотеть быстро составлять заявка пост
3,посоветовать точно присматривать лекарство
4,хотеть правильно набирать заявка пост
4,хотеть оставлять резюме
1,объяснять обозначать период
3,желать подыскивать лекарство
3,хотеть правильно отыскивать средство
4,желать оформлять заявка пост
4,позволять набирать резюме
1,объяснять приносить период карта
4,желать правильно набирать анкета
3,помогать средство
1,прояснять обозначать период
2,информация справочный служба
1,че служить период
3,помогать правильно подыскивать продукт
2,мочь дозваниваться телефон справка
2,насчет номер справка
1,объяснять што дарить данные период
4,мочь оставлять анкета сотрудник
2,прояснять насчет номер телефон справочный служба
4,помогать точно заполнять заявка пост
4,хотеть правильно составлять заявка должность
4,помогать точно оставлять резюме
3,желать подыскивать медикамент
4,мочь точно написать заявка должность
1,давать период
3,хотеть точно выбирать средство
3,желать точно отыскивать лекарство
4,помогать точно заполнять анкета
3,хотеть правильно находить товар
1,рассказывать обозначать период
1,рассказывать служить период
2,рассказывать номер телефон справочный консультация
3,хотеть выбирать товар
1,непонятно свидетельствовать данные период
3,посоветовать присматривать средство
3,хотеть выбирать товар
2,информация диспетчер справочный служба
1,рассказывать обозначать период сайт
3,посоветовать правильно отыскивать товар
1,непонятно данные период
1,использовать период карта
4,хотеть быстро придумывать резюме
4,быстро набросать анкета сотрудник
1,давать период карта
2,трудность номер телефон справка
2,насчет телефон справка
2,данный номер справка
1,рассказывать обозначать цифра период
4,мочь точно направлять резюме
1,понимать служить цифра период
3,отыскивать медикамент
2,давать номерок справочный служба
1,польза значить период карта
2,номер телефон справка
4,хотеть точно набирать анкета
4,мочь правильно составлять заявка работа
4,позволять правильно оставлять заявка работа
1,объяснять обозначать период сайт
1,цифра период
4,хотеть точно написать заявка пост
3,желать подыскивать товар
4,помогать оставлять заявка работа
2,мочь узнавать номерок диспетчер справка
1,прояснять понимать дарить данные период
1,просвещать што дарить цифра период
1,прояснять давать период
2,давать номер телефон справочный консультация
3,хотеть точно отыскивать лекарство
2,хотеть номер телефон справочный консультация
1,рассказывать период
1,объяснять што свидетельствовать период
2,желать номер диспетчер справочный служба
2,мочь находить информация справка
2,мочь узнавать данный номер справка
1,объяснять понимать давать данный период
4,желать направлять резюме
1,поделиться че давать цифра период
1,давать период карта
2,номер оператор справка
1,значить период сайт
1,объяснять дарить данные период
1,объяснять че цифра период
2,информация номер справка
4,позволять точно набирать анкета сотрудник
2,помогать находить информация номер справочный служба
4,помогать правильно набросать анкета
3,хотеть правильно выбирать средство
1,че значить период карта
1,объяснять што служить период
1,непонятно дарить период
3,желать выбирать средство
3,точно находить продукт
2,мочь узнавать данный номер оператор справка
1,обозначать период карта
4,желать точно набирать резюме
4,мочь набросать анкета
1,поделиться давать данный период
3,правильно подыскивать лекарство
2,взять номерок справочный служба
3,желать правильно отыскивать товар
4,хотеть быстро подавать анкета сотрудник
2,желать данный номер справочный служба
4,помогать оставлять резюме
4,позволять заполнять резюме
1,прояснять понимать свидетельствовать данные период
1,объяснять што обозначать период
2,насчет информация оператор справка
1,поделиться понимать обозначать период
3,хотеть присматривать средство
2,желать информация номер оператор справка
2,мочь находить данный номер диспетчер справка
2,желать номер диспетчер справка
3,посоветовать разбирать товар
4,точно оформлять заявка пост
4,позволять оставлять заявка пост
3,посоветовать правильно присматривать средство
3,правильно подыскивать медикамент
3,посоветовать точно подыскивать товар
2,насчет данный номер справка
1,понимать служить период
2,данные телефон справка
2,хотеть данные номер оператор справочный служба
3,хотеть правильно присматривать лекарство
1,объяснять че служить период
3,помогать присматривать лекарство
4,правильно оформлять заявка работа
3,желать выбирать медикамент
1,просвещать понимать дарить период
4,желать быстро написать анкета сотрудник
2,хотеть телефон оператор справочный консультация
1,смысл использовать период сайт
4,хотеть заполнять резюме
3,точно присматривать медикамент
3,хотеть правильно выбирать товар
3,правильно отыскивать лекарство
1,непонятно обозначать данный период
2,мочь узнавать номер справка
4,точно придумывать заявка пост
1,рассказывать понимать период
4,позволять написать заявка пост
2,информация номер справка
4,позволять точно заполнять заявка должность
1,просвещать че свидетельствовать данные период
3,желать точно находить лекарство
1,поделиться че обозначать данный период
2,подсказывать номерок справочный служба
2,информация номер справка
1,прояснять обозначать период
1,значить период сайт
1,непонятно цифра период
2,хотеть телефон справочный консультация
3,помогать подбирать средство
2,прояснять насчет телефон справочный служба
2,желать номерок оператор справочный служба
3,желать разбирать средство
2,подсказывать телефон оператор справочный консультация
4,позволять направлять резюме
2,мочь узнавать информация номер справочный служба
4,мочь оставлять анкета
1,прояснять служить период
1,польза использовать период сайт
3,желать средство
2,мочь находить номерок оператор справочный служба
4,быстро оформлять заявка работа
3,хотеть точно подыскивать медикамент
1,че приносить период карта
2,мочь находить номерок оператор справка
4,точно заполнять заявка работа
2,информация номер справочный служба
1,рассказывать че обозначать данный период
4,хотеть быстро придумывать заявка должность
2,взять номер телефон справочный консультация
2,хотеть получать номер телефон справочный консультация
3,желать правильно товар
4,желать правильно написать заявка должность
4,помогать точно подавать анкета сотрудник
3,посоветовать отыскивать медикамент
4,желать правильно составлять анкета сотрудник
3,точно отыскивать лекарство
2,номер оператор справочный служба
4,мочь придумывать заявка должность
1,поделиться понимать свидетельствовать цифра период
3,точно разбирать продукт
2,хотеть номер оператор справка
4,мочь точно оставлять резюме
2,взять связываться справочный служба
4,позволять точно заполнять заявка пост
4,позволять правильно составлять резюме
1,приносить период сайт
4,хотеть быстро набирать заявка должность
4,желать набросать заявка пост
3,хотеть правильно выбирать лекарство
3,помогать разбирать продукт
2,желать связываться оператор справочный служба
3,хотеть правильно разбирать медикамент
3,точно отыскивать продукт
1,поделиться понимать давать период
4,помогать подавать заявка работа
1,использовать период карта
3,отыскивать продукт
3,разбирать товар
4,мочь быстро подавать заявка работа
2,прояснять насчет данные телефон справка
3,желать разбирать товар
4,желать правильно придумывать анкета сотрудник
2,мочь находить информация номер диспетчер справка
3,точно разбирать лекарство
1,рассказывать че служить период
1,просвещать свидетельствовать период
3,желать находить товар
3,подыскивать лекарство
3,хотеть правильно присматривать продукт
1,че обозначать период карта
3,желать присматривать средство
2,мочь узнавать данный номер оператор справочный служба
2,подсказывать информация справка
2,мочь находить данный номер диспетчер справка
3,помогать разбирать продукт
4,позволять быстро составлять анкета сотрудник
1,объяснять цифра период
1,использовать период карта
3,посоветовать точно выбирать средство
3,помогать отыскивать медикамент
4,мочь быстро оставлять заявка должность
3,помогать подыскивать товар
3,посоветовать правильно подбирать продукт
4,оформлять заявка пост
3,желать точно подбирать средство
3,хотеть точно подыскивать продукт
2,связываться диспетчер справочный служба
1,период
2,помогать находить информация справка
2,написать информация справка
4,быстро составлять заявка работа
3,помогать отыскивать средство
4,желать составлять заявка работа
4,точно оставлять резюме
4,помогать точно оформлять заявка пост
1,непонятно служить данные период
1,прояснять дарить период
2,мочь узнавать информация номер диспетчер справочный служба
2,номерок диспетчер справочный служба
4,хотеть точно оформлять анкета
4,помогать набросать заявка работа
1,прояснять служить цифра период
4,подавать анкета
1,прояснять период
1,обозначать период
4,позволять направлять заявка должность
3,помогать правильно выбирать товар
3,помогать точно подбирать товар
2,подсказывать номер справочный консультация
3,желать средство
3,желать подбирать товар
1,давать период карта
1,прояснять дарить период
1,непонятно обозначать период
3,помогать точно отыскивать медикамент
1,приносить период карта
4,желать составлять заявка должность
2,помогать находить данный номер справочный служба
1,понимать обозначать цифра период
2,подсказывать информация номер справка
4,мочь правильно оставлять резюме
4,желать подавать заявка работа
2,желать информация оператор справка
4,позволять точно придумывать заявка пост
3,подбирать средство
2,желать информация диспетчер справка
3,хотеть выбирать товар
1,рассказывать использовать период карта
2,находить телефон оператор справочный консультация
1,просвещать свидетельствовать период
3,посоветовать отыскивать товар
4,помогать подавать анкета сотрудник
4,позволять быстро составлять заявка пост
2,взять номерок справка
1,приносить период сайт
2,помогать находить информация справочный служба
1,рассказывать обозначать период карта
4,мочь быстро набирать заявка пост
1,смысл значить период сайт
1,што использовать период сайт
4,мочь правильно набросать заявка должность
2,взять номер оператор справочный консультация
3,присматривать лекарство
3,посоветовать подыскивать продукт
4,мочь точно написать анкета сотрудник
2,проблема номер справка
4,помогать правильно составлять резюме
1,просвещать давать цифра период
2,помогать находить данный номер справочный служба
1,обозначать период сайт
4,мочь правильно оставлять анкета сотрудник
4,оставлять анкета сотрудник
4,позволять подавать резюме
4,мочь придумывать резюме
1,обозначать период карта
4,составлять заявка должность
1,польза значить период сайт
2,написать номер справка
1,непонятно данные период
3,помогать находить средство
4,придумывать заявка должность
1,значить период сайт
2,неясность номер телефон справочный служба
1,што использовать период карта
3,товар
2,связываться справочный служба
4,хотеть правильно подавать заявка работа
3,желать присматривать товар
4,помогать точно написать резюме
2,мочь узнавать информация номер диспетчер справка
1,поделиться што свидетельствовать период
3,хотеть выбирать средство
3,разбирать продукт
1,рассказывать приносить период карта
3,посоветовать находить продукт
2,хотеть получать телефон оператор справочный консультация
1,рассказывать што давать период
2,взять телефон оператор справочный консультация
2,мочь узнавать связываться справка
4,быстро составлять резюме
4,желать составлять заявка должность
1,прояснять че служить цифра период
3,помогать подбирать продукт
2,находить номер оператор справочный консультация
2,номерок справка
4,позволять точно оформлять анкета сотрудник
1,понимать период
4,позволять быстро оставлять заявка пост
3,желать точно отыскивать товар
1,поделиться што дарить данные период
2,связываться диспетчер справочный служба
1,обозначать период карта
1,приносить период сайт
4,оформлять заявка работа
1,непонятно што давать период
3,помогать точно разбирать товар
1,што значить период карта
3,желать точно отыскивать лекарство
1,непонятно понимать цифра период
3,продукт
3,помогать точно лекарство
2,находить номер телефон справочный консультация
1,объяснять использовать период карта
4,мочь правильно составлять заявка должность
2,хотеть номер справочный консультация
4,помогать заполнять заявка работа
2,написать связываться справочный служба
3,посоветовать выбирать продукт
2,хотеть номер диспетчер справочный служба
2,желать номер оператор справка
2,проблема номер оператор справка
2,подсказывать данный номер справочный служба
3,помогать правильно подбирать товар
2,мочь находить связываться оператор справка
1,свидетельствовать период
1,поделиться давать период
1,рассказывать понимать давать период
4,хотеть подавать резюме
2,хотеть номерок оператор справочный служба
1,объяснять че давать период
2,откуда номер справочный служба
2,хотеть связываться оператор справка
4,мочь точно оформлять заявка работа
2,мочь находить связываться диспетчер справка
3,помогать подыскивать товар
1,просвещать период
4,помогать точно придумывать заявка пост
4,помогать правильно оставлять заявка работа
4,помогать быстро придумывать заявка должность
3,желать точно разбирать товар
3,выбирать медикамент
4,хотеть точно набросать анкета
4,хотеть точно заполнять заявка должность
3,посоветовать находить средство
4,помогать направлять анкета
1,значить период карта
2,номер диспетчер справка
2,написать данный номер справочный служба
3,помогать подыскивать средство
3,посоветовать подбирать продукт
2,номерок справка
2,мочь узнавать номер оператор справка
2,хотеть номер оператор справочный консультация
1,служить цифра период
3,посоветовать точно выбирать продукт
1,поделиться свидетельствовать цифра период
2,знать номер справочный служба
3,посоветовать подыскивать средство
2,мочь дозваниваться номер оператор справка
3,посоветовать выбирать медикамент
1,значить период карта
3,правильно присматривать товар
2,желать данный номер справка
4,быстро написать заявка должность
4,хотеть быстро набросать заявка работа
2,хотеть получать номер справочный консультация
4,хотеть правильно написать резюме
2,взять давать номер справочный служба
1,использовать период сайт
3,посоветовать выбирать продукт
3,правильно присматривать средство
1,объяснять че данные период
1,рассказывать понимать обозначать период
4,помогать точно набросать резюме
4,позволять оставлять заявка пост
4,мочь быстро придумывать заявка работа
2,мочь узнавать связываться диспетчер справка
3,посоветовать присматривать товар
1,рассказывать значить период сайт
2,желать номер диспетчер справка
3,помогать точно выбирать продукт
2,подсказывать номер справка
3,точно подыскивать лекарство
1,рассказывать приносить период сайт
3,помогать находить продукт
2,проблема телефон справка
4,мочь подавать заявка работа
4,мочь правильно написать заявка пост
3,точно товар
2,хотеть связываться диспетчер справочный служба
3,подыскивать продукт
4,хотеть правильно написать заявка должность
2,прояснять насчет данные телефон оператор справка
2,данный номер оператор справка
1,просвещать цифра период
4,помогать быстро оставлять заявка пост
1,приносить период сайт
2,откуда информация номер справочный служба
1,просвещать че данные период
1,объяснять понимать свидетельствовать период
2,номерок справочный служба
3,помогать присматривать средство
4,позволять быстро набирать анкета сотрудник
4,позволять написать заявка пост
2,знать информация номер справочный служба
3,посоветовать подыскивать лекарство
3,посоветовать точно находить товар
1,рассказывать че служить данные период
2,давать данные номер справочный служба
1,давать период
4,помогать точно набирать заявка пост
4,желать оформлять анкета
1,поделиться свидетельствовать период
2,мочь узнавать номерок оператор справочный служба
1,прояснять служить период
4,хотеть быстро оставлять резюме
4,помогать точно придумывать заявка работа
2,рассказывать номер справочный консультация
4,хотеть придумывать заявка работа
3,хотеть правильно отыскивать лекарство
4,мочь оставлять заявка работа
3,помогать точно присматривать лекарство
4,позволять быстро набирать резюме
3,хотеть правильно медикамент
4,помогать составлять заявка пост
3,хотеть присматривать лекарство
2,подсказывать информация справка
4,желать заполнять заявка пост
3,хотеть правильно подыскивать товар
2,взять телефон справочный консультация
2,информация справка
2,мочь узнавать информация номер справочный служба
3,хотеть правильно присматривать средство
2,хотеть номерок оператор справочный служба
1,объяснять давать период сайт
2,мочь узнавать информация номер оператор справка
4,помогать быстро оставлять анкета
3,помогать правильно отыскивать средство
2,откуда информация номер справочный служба
1,польза давать период карта
2,хотеть информация номер справочный служба
3,желать точно присматривать товар
3,хотеть точно присматривать продукт
2,хотеть телефон оператор справочный консультация
4,быстро заполнять заявка работа
2,мочь находить информация справка
1,што обозначать период
2,помогать находить связываться справка
2,хотеть данные номер оператор справка
3,желать правильно подбирать товар
4,правильно набирать анкета сотрудник
4,желать заполнять заявка работа
3,хотеть точно отыскивать средство
1,использовать период сайт
1,прояснять што обозначать период
2,подсказывать телефон оператор справочный консультация
4,помогать написать заявка пост
3,правильно выбирать медикамент
4,хотеть набирать анкета сотрудник
3,посоветовать точно подбирать средство
1,рассказывать служить период
1,объяснять че дарить период
4,мочь точно набирать анкета
2,откуда информация номер справочный служба
1,значить период карта
3,посоветовать точно подбирать лекарство
